company,description,country,city,found_date,size_min,size_max
Talaat Moustafa Group,"Talaat Moustafa Group – Future Builders

Talaat Moustafa Group; is the leading real estate and tourism investment organization; developing exclusive and luxurious real estate communities and touristic resort of enduring value in Egypt and the Middle East.
TMG has positioned itself as a matchless provider of high standard housing amenities, embodied in the projects of Al Rehab – New Cairo, Al Rabwa – Al Shiekh Zaied City, Mayfair – Al Shroud City and, the 8000 feddan mega project Madina ... See More",Egypt,Cairo,,,
Bluebell Pharmaceuticals,"·We are a leading company in the cosmeceutical field in the Egyptian market.

Offering the best quality therapeutic products.

 

·         Doctors recommended and trusted.

 

·         Our innovative products created especially for you. ",Egypt,,,1000,
Grifols Egypt for Plasma Derivatives,"Grifols Egypt for Plasma Derivatives is a joint venture company between the National Service Projects Organization (NSPO) and Grifols. By combining the expertise, technology and resources of both organizations, this strategic partnership seeks to strengthen Egypt’s healthcare system through achieving self-sufficiency of plasma-derived medicines while reinforcing Grifols’ international expansion in the Middle East and Africa.

The scope of the project entails opening 20 plasma donor cen ... See More",Egypt,Cairo,2013-01-01,,
StudentGator,"StudentGator is an Edtech startup founded in 2019 in Paris, France to help international students to join the school of their dreams. We help students from all over the world to create an accurate application while providing a personalized follow-up of all the processes of studying aboard. ",Egypt,Cairo,,,
Coral Technology,"Coral Technology and Tech4Health are sister companies that develop and operate an end to end SAAS solution for the management of directly contracted healthcare services in the United States.  The customers of this technology are Employers who operate self-insurance healthcare plans; third party administrators of employer healthcare plans, healthcare plan advisors, healthcare facilities that offer directly contracted bundle priced services, healthcare curators and the healthcare plan be ... See More",Egypt,Giza,2019-01-01,,
GPS,"The Beginning was in the thirties of the last century, when “ El Talaba Bookstore “  has been founded as the ﬁrst generation in the ﬁeld of the Educational Books .
Today, the business has expanded by the third generation of the family, to include the following group of companies which are all specialized in the ﬁled of educational school text books in Egypt covering all 12 pre-university educational grades.

AL TALABA Bookstore for Printing, Publishing & Distribution established in 194 ... See More",Egypt,Cairo,,,
INTERNET SOLUTIONS,"INTERNeT SOLUTIONS is a leading Local Digital Media Agency was established in year 2008 and succeeded within a few years in securing long term relationship with more than 500 successfully implemented projects.

INTERNeT SOLUTIONS is The web design and web development company, is made up of highly experienced, well-trained group of International IT professionals. All team members have professional backgrounds working internationally with expert programming skills. As a result, we can gu ... See More",Egypt,Cairo,1948-01-01,1000,
VFS Global Egypt,"The Company specializes in managing and administrating the visa Application and delivery process on behalf of various Government Diplomatic missions, Embassies and consulates. In addition , It offers a gamut of value added services to travelers. ",Egypt,Cairo,2008-01-01,,
National Technology,"National Technology is a supplier of integrated laboratory and clinical information systems for the healthcare industry. We are committed to combining the most effective technologies, innovative designs, and production methodologies to create user friendly  , robust and cost effective solutions that enhance productivity ,  competitiveness  and fulfill the operational needs of our clients.
National provide world class laboratory LIS , LIMS and Middle-ware software as well as Blood Bank  ... See More",Egypt,Cairo,2001-01-01,,
Selah ElTelmeez For Publishing & printing,"Modern Arab Company (MAC) was founded by Hamdy Mostafa in 1960. Capitalizing on his vast Experience in the field, Hamdy Mostafa established a renowned publishing and printing entity and by 1963 launched his first brand, Selah ElTelmeez which eventually became the most essential studying book for students in primary stage (from 1st grade to 6th grade). Selah ElTelmeez became the industry generic name and the most iconic educational heritage for the 60s students and up to date.Since 2018 ... See More",Egypt,Cairo,1997-01-01,,
Webhelp,"Webhelp is a global BPO provider, founded in 2000 headquartered in Paris, specialising in technical consultancy, software solutions, business process management and customer experience across a range of digital, social and traditional voice channels, data analysis and back office support.
Making business more human,We embrace technology, our people make the difference.
We create lasting solutions, We thrive on making a difference in the lives of people and businesses. At Webhelp, we br ... See More",Egypt,,1960-01-01,,
Selftreat,"Selftreat is your go-to destination for beauty and wellness services. We're here to simplify your search for the perfect salon, spa, or wellness center. With our user-friendly platform, you can easily discover, book, and manage appointments to look and feel your best. Your satisfaction is our top priority, and we're committed to providing you with a seamless and enjoyable experience. Join us on your journey to self-care and rejuvenation. ",Egypt,Cairo,2000-01-01,,
Human Quality,"Founded in 2018, HQ is a group of expert professionals in the business and Human Resources Development fields specifically created to offer comprehensive solutions to accelerate businesses in today’s competitive international markets.

We offer over two decades of regional and international expertise given our own practices in multi-national firms, business of various sorts, and more. Hence, this diverse of amassed skills will be put into actual implementation once we become partner wi ... See More",Lithuania,Vilnius,,,
Itechs,iTechs started in 2014 incorporated as the first Defense and Security specialized system integrator to serve the Egyptian and African markets. In 2020 iTechs got converted to a Shareholding company adding power and connections to its management team. ,Egypt,Cairo,,,
